,Unnamed: 0,id,name,tw97x,tw97y,location,wgs84x,wgs84y,area,type,type2,summary,address,tel,payex_major,payex,serviceTime,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,totallargemotor,ChargingStation,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,ChargeStation.StationName,ChargeStation.StationAddr,ChargeStation.locLongitude,ChargeStation.locLatitude,ChargeStation.openFlag,ChargeStation.isCharge,ChargeStation.contactName,ChargeStation.contactMobilNo,ChargeStation.scoketCount,ChargeStation.availableCount,ChargeStation.country,ChargeStation.town,FareInfo.WorkingDay,FareInfo.Holiday,EntranceCoord.EntrancecoordInfo
516,516.0,407,長春路龍江路臨時平面停車場,304498.810,2771939.84,"(25.054652990463314, 121.54014695797551)",121.54014695797552,25.054652990463314,中山區,1.0,1.0,一般平面式小型車38格(含身心障礙停車位1格)。,台北市,02,0.0,"租：全日4,800元/月，里民優惠3,840元/月(龍洲里、復華里)，3,360元/月(朱馥里)。",00:00:00~23:59:59,38.0,0.0,0.0,0.0,0.0,0.0, , ,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
517,517.0,408,正氣橋下平面停車場,307468.050,2771231.36,"(25.048146987157356, 121.56954492630909)",121.56954492630906,25.04814698715736,信義區,1.0,1.0,一般平面式小型車63格,台北市,02,0.0,"松山區慈佑里、新聚里、復盛里)，全日所在里里民優惠3,000元/月(信義區雅祥里；松山區新仁里)。",00:00:00~23:59:59,63.0,0.0,0.0,0.0,0.0,0.0, , ,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
518,518.0,409,吳興街220巷59弄平面停車場,306664.110,2768853.14,"(25.026706983488488, 121.5614799231724)",121.5614799231724,25.026706983488488,信義區,1.0,1.0,一般平面式小型車150格(含身心障礙停車位4格)。一般平面式機車350格(含身心障礙停車位2格)。,吳興街220巷59弄,02,,信義區景勤里、景聯里、景新里、黎順里、雙和里、三張里、嘉興里、景新里）。機車免費。,00:00:00~23:59:59,150.0,350.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
519,519.0,410,吳興街220巷平面停車場,306625.030,2768810.33,"(25.02632196059697, 121.56109094002741)",121.56109094002741,25.026321960596967,信義區,1.0,1.0,一般平面式小型車82格(含身心障礙停車位2格)。,吳興街220巷75號對面,02,200.0,"7,200元/月，里民優惠3,840/月(景勤里、景聯里、黎順里、雙和里及嘉興里)",00:00:00~23:59:59,82.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
520,520.0,412,保儀路平面停車場,307138.739,2764166.12,"(24.98437504060532, 121.56598887229377)",121.56598887229376,24.98437504060532,文山區,1.0,1.0,為平面停車場，計有48個小型車停車位。,保儀路157號對面,2771-2613,60.0,"(忠順里、木新里、樟腳里、木柵里)，全日所在地里3,360元/月(順興里)。",00:00:00~23:59:59,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
521,521.0,413,富台公園(一)平面停車場,307708.970,2770560.72,"(25.042083359188734, 121.57190441833764)",121.57190441833764,25.042083359188727,信義區,1.0,1.0,一般平面式小型車61格(含身心障礙停車位2格)。,台北市松仁路220號附近,8243-1866,,"元/月(信義區興雅里、廣居里、敦厚里、長春里、五全里、六藝里)，全日所在地里民優惠月票3,360元/月(信義區富台里)。",00:00:00~23:59:59,61.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
522,522.0,414,富台公園(二)平面停車場,307707.290,2770599.21,"(25.042430906357634, 121.57188938151505)",121.57188938151505,25.042430906357637,信義區,1.0,1.0,一般平面式小型車67格(含身心障礙停車位2格)。,台北市松仁路220號附近,8243-1866,60.0,"月(信義區興雅里、廣居里、敦厚里、長春里、五全里、六藝里)，全日所在地里民優惠月票3,360元/月(信義區富台里)。",00:00:00~23:59:59,67.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
523,523.0,415,木柵路三段77巷臨時平面停車場,307262.010,2764650.46,"(24.988742991637316, 121.56722995119635)",121.56722995119637,24.98874299163732,文山區,1.0,1.0,一般平面式小型車23格(含身心障礙停車位1格)。,木柵路三段77巷附近,8981-5480,40.0,"日里民優惠3,840元/月(忠順里、木新里、明義里、明興里)，全日所在地里民優惠3,360元/月(木柵里)。",00:00:00~23:59:59,23.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
524,524.0,416,知行路平面停車場,297176.939,2779263.17,"(25.121014000124465, 121.46783199727399)",121.467831997274,25.121014000124465,北投區,1.0,1.0,一般平面式小型車50格(含身心障礙停車位1格)。,臺北市北投區知行路260巷3號旁,02,20.0,"計時：每小時20元(全程以半小時計費)。月租：全日4,800元，全日里民優惠月票3,840元(北投區一德里)，所在地里民優惠月票3.360元(北投區關渡里)。",00:00:00~23:59:59,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
525,525.0,417,新生公園停車場,303563.871,2773457.97,"(25.068391953886106, 121.5309399966678)",121.53093999666781,25.068391953886103,中山區,1.0,1.0,一般平面式小型車114格(含身心障礙停車位3格)。一般平面式機車74格(含身心障礙停車位2格)。,臺北市中山區民族東路與吉林路口(新生公園溫水游泳池),02,30.0,"計時：30元/時，全程以半小時計。月租：全日5,000元/月；全日里民優惠4,000元(新喜里、大佳里、行孝里、行政里)所在地里優惠3,500元(新庄里)。機車(暫時開放免費停車)。",00:00:00~23:59:59,114.0,74.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
526,526.0,418,萬芳醫院附設停車場,306323.177,2765876.9,"(24.99985039999825, 121.5579803360972)",121.5579803360972,24.99985039999825,文山區,1.0,1.0,"建物附設立體式小型車255格(含身心障礙停車位7格)
建物附設立體式機車170格(含身心障礙停車位4格)",臺北市文山區興隆路3段111號地下2、3樓,29307930#8282,,1,00:00:00~23:59:59,255.0,176.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
527,527.0,419,迪化污水處理廠平面停車場,301480.01,2773887.96,"(25.072346306904976, 121.51030093137172)",121.51030093137173,25.07234630690498,大同區,1.0,1.0,一般平面式小型車91格(含身心障礙停車位3格)。,臺北市大同區酒泉街235號,0935-154-518,20.0,"計時：小型車每小時20元，全程半小時計費。月租：月票全日4,800元；里民優惠全日3,840元(重慶里與保安里)；所在地里全日優惠3,360元(老師里及鄰江里)；身心障礙民眾半價優惠。",00:00:00~23:59:59,94.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
528,528.0,420,嘟嘟房台北網球場站停車場,305751.119,2771412.1,"(25.04984295185675, 121.55253699582714)",121.55253699582714,25.04984295185675,松山區,1.0,1.0,建物附設立體式小型車16格(含身心障礙停車位1格)。建物附設立體式機車43格(含身心障礙停車位1格)。,臺北市松山區南京東路4段6號,02-26550818,40.0,"計時：汽車40元/時(08-22)，當日最高上限230元，30元/時(20-08)，全程以半小時計費。月租：汽車全日4,500元/月，日間3,500元/月，夜間3,000元/月，機車600元/月。計次：機車最高10/次(隔日另計)。",00:00:00~23:59:59,16.0,43.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
529,529.0,421,關渡水岸自然公園平面停車場,296635.115,2779002.99,"(25.1186819693162, 121.46245027672393)",121.46245027672391,25.118681969316203,北投區,1.0,2.0,堤外平面式大型車18格，堤外平面式小型車312格(含身心障礙停車位7格)，堤外平面式機車142格(含身心障礙停車位4格)。,知行路360號(關渡宮對面空地),2568-3383,60.0,"所在里(關渡里)優惠3,360元/月；大車9,600元/月。小車與大車30分內離場免費。機車免費。",00:00:00~23:59:00,319.0,146.0,0.0,18.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
530,530.0,422,臺北市北投區行政中心地下室停車場,300695.775,2780549.51,"(25.132512694166405, 121.50277318035903)",121.50277318035904,25.132512694166408,北投區,1.0,2.0,立體式小型車15格(含身心障礙停車位2格)。,新市街30號地下一樓,2891-2105#370,80.0,計時：80元/時，洽公臨時停車前30分鐘免費，逾30分鐘至1小時，優惠收費30元，逾1小時以上者，每半小時收費40元。,00:00:00~23:59:59,15.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
531,531.0,423,西門國小停車場,300841.127,2770637.87,"(25.043026252645205, 121.50384814254915)",121.50384814254915,25.043026252645202,萬華區,1.0,2.0,平面式小型車31格(含身心障礙停車位1格)。平面式機車16格(含身心障礙停車位1格)。,成都路98號東北側空地；漢中段1小段691地號,2388-8908,60.0,計時：汽車60元/時，全程以半小時計費。汽車月租：夜間每月3000元（與營業時間相同）。機車計次：20元/次。,00:00:00~23:59:59,32.0,17.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
532,532.0,424,華陰街臨時平面停車場,302504.816,2771331.51,"(25.04923157598047, 121.52036161386117)",121.52036161386116,25.049231575980468,中山區,1.0,2.0,平面式小型車25格(含身心障礙停車位1格)。,華陰街18號對面,2568-3383,20.0,"中正區正德里、黎明里、梅花里；大同區建泰里），全日里民優惠6,720元/月（中正區民安里）。",00:00:00~23:59:59,26.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
533,533.0,425,臺北市大同運動中心地下停車場,302079.474,2773052.65,"(25.06478464039774, 121.51621138290011)",121.51621138290012,25.06478464039774,大同區,1.0,2.0,建物附設立體式小型車46格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。,大龍街51號B3,2592-0055,30.0,計時：每小時30元，停車未滿30分鐘者，以30分鐘計算收費，停車30分鐘以上者以1小時收費，超過1小時以30分鐘累計之,00:00:00~23:59:59,48.0,0.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
534,534.0,426,博嘉運動公園停車場,308098.673,2766013.13,"(25.001013261672945, 121.57557479364165)",121.57557479364165,25.001013261672945,大同區,1.0,2.0,計有36格小型車格,木柵路4段159巷16號B2,2239-5495,20.0,20元/時，全程以半小時計費，1500元/月。,00:00:00~23:59:59,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
535,535.0,427,關渡國小運動中心停車場,297064.651,2779821.0,"(25.126053561100694, 121.46673765009864)",121.46673765009865,25.126053561100694,北投區,1.0,2.0,建物附設一般平面式小型車16格(含身心障礙停車位1格)；建物附設一般平面式機車24格(含身心障礙停車位1格),台北市北投區中央北路4段581號,2897-5205,20.0,"計時：汽車：20元/時、機車：20元/時，全程以半小時計費。月租：全天3,000元。",00:00:00~23:59:59,17.0,25.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
536,536.0,428,臺北市立大學天母校區體育館戶外平面停車場,304012.35,2778766.97,"(25.116304975299965, 121.5355939065637)",121.5355939065637,25.116304975299965,士林區,1.0,2.0,建物附設一般平面式小型車82格(含身心障礙停車位2格),臺北市士林區忠誠路2段207巷6號,02,40.0,計時：汽車假日40元/時,00:00:00~23:59:59,82.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
537,537.0,429,松德臨時平面停車場,307875.045,2769389.23,"(25.031500939758313, 121.57350100284187)",121.57350100284188,25.031500939758317,信義區,1.0,2.0,一般平面式小型車101格(含身心障礙停車位6格)。,松德路底(中強公園旁),8786-7937,30.0,"計時：30元/時(全程以半小時計費)。月租：全日4,500元，全日里民優惠3,840元，日間2,000元(07-19)，夜間里民優惠1,500元(18-08，星期六、日、政府行政機關放假之紀念日與民俗節時全日皆可停放)；優惠里：三犁、松友、安康等里。",00:00:00~23:59:59,101.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
538,538.0,430,景新大樓地下停車場,304717.823,2764780.46,"(24.990010559162045, 121.54203362551065)",121.54203362551064,24.990010559162045,文山區,1.0,2.0,計有46格小型停車格,景後街151號B2、B3,2940-7436,60.0,"臨停：60元/時，全程半小時計費。月租：7,200元/月。",00:00:00~23:59:59,46.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
539,539.0,430-5,松江站停車場,303561.03024,2772691.2314,"(25.06147000404404, 121.53088200626625)",121.53088200626622,25.061470004044036,中山區,2.0,,一般平面式小型車6格(含身心障礙停車位1格)。,,2708-6610,80.0,"計時：80元/時。停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計費。月租：全日10,000元/月，日間8,000元/月(08-18)，夜間6,500元/月(18-08)。",24小時,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
540,540.0,431,水岸停車場,303349.310,2767172.2,"(25.011651939487187, 121.52856999903051)",121.52856999903051,25.01165193948719,中正區,1.0,2.0,一般平面式小型車119格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位2格)。,臺北市中正區福和段二小段685、685-12地號；思源街1號空地,8369-5139,30.0,"計時：30元/時。全程以半小時計費。月租：全天3,000元/月；日間：2,200元/月；夜間：1,500元/月。",00:00:00~23:59:59,119.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
541,541.0,432,內湖垃圾焚化廠停車場,310989.044,2772865.89,"(25.06276533397897, 121.60451110826438)",121.60451110826438,25.062765333978966,內湖區,1.0,2.0,立體式小型車87格(含身心障礙停車位2格)。,安康路290號地下1樓,2796-1833,20.0,"計時：20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：1,500元/月，限蘆洲里及相鄰里民眾申請租用。",05:00:00~21:59:59,89.0,0.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
542,542.0,433,公館停車場,304011.064,2767093.85,"(25.01092114996438, 121.5351231825356)",121.53512318253559,25.010921149964382,中正區,1.0,2.0,平面式小型車133格(含身心障礙停車位3格),台北市中正區汀州路3段230巷內空地；福和段二小段685-35、685-55地,2240-8767,40.0,臨停 40元/時(全程以半小時計費)，月租全天4000元，日間（07-21）2500元，水源里全天優惠3200元。,00:00:00~23:59:59,136.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
543,543.0,434,環山平面停車場,307705.154,2775394.9,"(25.08572577209078, 121.57206923653615)",121.57206923653617,25.085725772090782,內湖區,1.0,2.0,一般平面式小型車31格(含身心障礙停車位1格)。,環山路2段與內湖路1段411巷口,2568-3383,20.0,"計時：20元/時，全程以半小時收費。月租：全日里民優惠3,860元/月（內湖區華港里、西安里、西湖里、港都里），所在地里民優惠3,360元/月（內湖區麗山里）。",00:00:00~23:55:00,32.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
544,544.0,435,臺北市內湖運動中心停車場,308009.540,2774568.96,"(25.078257665678553, 121.57505185877979)",121.57505185877979,25.078257665678553,內湖區,1.0,2.0,建物附設立體式小型車99格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。建物附設立體式機車172格(含身心障礙停車位6格)。,臺北市洲子街12號B2、B3,2627-7776,30.0,"計時：小型車30元/時，全程以半小時計費，月租：小型車4,500元/月，機車600元/月。機車：20元/次。",00:00:00~23:59:59,101.0,172.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
545,545.0,436,臺北市士林區行政中心地下停車場,302426.206,2776161.34,"(25.092837638127712, 121.51976655791783)",121.51976655791785,25.092837638127712,士林區,1.0,2.0,建物附設立體式小型車34格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位1格)。,中正路439號B1,2882-6200 8201,80.0,"計時：80元/時，前30分鐘免費，逾30分鐘至1小時部分，優惠收費30元，逾1小時以上者，未滿半小時以半小時計費。月租：日間2,000元，夜間1800元。",08:00:00~20:00:00,34.0,0.0,0.0,0.0,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
546,546.0,437,洲美運動公園地下停車場,300364.055,2778024.71,"(25.109730199952576, 121.49939080843444)",121.49939080843443,25.109730199952573,北投區,1.0,2.0,洲美運動公園地下停車場 05:00~22:00(週一及國定假日休館不開放)建物附設立體式小型車88格(含身心障礙停車位8格),洲美街271號B1,2836-0500 103,20.0,汽車計時：20元/時，全程以半小時計費。,05:00:00~22:00:00,88.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
547,547.0,438,大安區行政中心地下停車場,303939.086,2768837.33,"(25.02666379129903, 121.53447822059502)",121.53447822059502,25.026663791299033,大安區,1.0,2.0,立體式小型車115格(含身心障礙停車位2格)。,新生南路2段86號B1~B2,23511711 9222,30.0,"洽公民眾1小時內，前30分鐘免費，後30分鐘收費30元，爾後30分鐘收費40元。非洽公民眾30分鐘內收費30元，爾後30分鐘收費40元。月租：員工1,800元，民眾夜間1,500元。",07:30:00~18:00:00,115.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
548,548.0,439,關渡自然公園停車場,297337.701,2779062.78,"(25.119199853143346, 121.46941924643822)",121.46941924643822,25.119199853143343,北投區,1.0,2.0,建物附設立體式小型車57格(含身心障礙停車位1格)。建物附設立體式機車52格(含身心障礙停車位1格)。,關渡路55號,2858-7417,40.0,計時：小型車每小時40元(全程以半小時計費)。計次：機車每次20元(隔日另計)。,08:00:00~18:00:00,57.0,52.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
549,549.0,440,信義區行政中心停車場,307209.379,2769575.55,"(25.033208324042818, 121.56691270686642)",121.56691270686642,25.033208324042818,信義區,1.0,2.0,小型車15格(含身心障礙停車位2格)。,信義路5段15號B2,27239777,30.0,停車前30分鐘免費，30分鐘至1小時收費30元，80元/時(全程以半小時收費)身心障礙者憑証免費。,00:00:00~23:59:59,17.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
550,550.0,441,南港區行政中心地下停車場,311216.862,2771963.57,"(25.05461015715773, 121.60672898176945)",121.60672898176942,25.054610157157732,南港區,1.0,2.0,建物附設立體式小型車8格(含身心障礙停車位1格)。,南港路1段360號B1,2783-1343  210,80.0,80元/時，全程以半小時計費，洽公臨時停車30分鐘以下者免費，逾30分鐘至60分鐘收費30元，逾1小時部分，每30分鐘收費40元。,00:00:00~23:59:59,9.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
551,551.0,442,北投運動中心停車場,301407.925,2778803.93,"(25.116729691227373, 121.5097702811702)",121.50977028117019,25.11672969122737,北投區,1.0,2.0,建物附設立體式小型車95格(含身心障礙停車位2格)。,石牌路1段39巷100號,02 2823-1615,30.0,"臨停：07:00~22:00-30元/時；22:00~07:00-15元/時。全程以半小時計費。月租：5,700元。",00:00:00~23:59:59,97.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
552,552.0,443,南門(中繼)市場,302833.462,2769505.88,"(25.03273842679132, 121.5235486535758)",121.5235486535758,25.03273842679132,大安區,1.0,2.0,立體式小型車106格(含身心障礙停車位2格)，立體式機車99格(含身心障礙停車位2格)。,台北市大安區杭州南路2段55號,02-7724-1860,60.0,"臨停：60元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計費。月租：7,000元/月。機車：20元/次。",00:00:00~23:59:59,106.0,99.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
553,553.0,444,玉泉公園停車場,301145.067,2771438.69,"(25.050245787585613, 121.50688989483602)",121.50688989483601,25.050245787585613,大同區,1.0,2.0,為平面停車場，計有24個小型車停車格。,西寧北路28號,2550-9828,30.0,30元/時，全程以半小時計費。,00:00:00~23:59:59,24.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
554,554.0,445,Times大龍新城地下停車場,301878.811,2774182.03,"(25.07498750820149, 121.51426505015111)",121.51426505015112,25.074987508201488,大同區,1.0,2.0,建物附設立體式小型車162格(含身心障礙停車位12格)。建物附設立體式機車201格(含身心障礙停車位9格)。,臺北市大同區重慶北路三段347號B1-B4,2504-6098,60.0,"計時：小型車60元/時，機車10元/時，機車當日當計最高上限20元(隔日另計)，全程以半小時計費。月租：小型車4,800元，機車300元。",00:00:00~23:59:59,198.0,201.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
555,555.0,446,臺北市立中正高級中學(停車場管理),302102.709,2777442.19,"(25.10441221771942, 121.51660799790052)",121.51660799790052,25.10441221771942,北投區,1.0,2.0,"夜間停車:每日下午6時至翌日上午9時,週六日及國定假日全日停車:計次收費當日22：00時前離開
無法開放停車時本校得於3日前公告，依實際未停車日數核退費用",文林北路77號,2823-4811 512,0.0,1.夜間停車：6000元/季。2.全日停車：9000元/季。3.臨停：30元/次。4.本校在職及退休教職員工享有優先承租及場地管理維護費7折優惠。5.擔任本校志工80小時以上享有次優先承租及場地管理維護費8折優惠。6.年票方式收費，享有全年場地管理維護費9折優惠，且得與上述各項款優惠合併使用。但若中途退租，則扣除使用天數之原價後無息退還餘額。,00:00:00~23:59:59,64.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
556,556.0,447,臺北市士林運動中心停車場,302584.993,2775802.92,"(25.08959633603094, 121.52132704980268)",121.52132704980268,25.08959633603094,士林區,1.0,2.0,小型車63格(含身心障礙停車位2格)。,士商路1號B1、B2,02-28831265,30.0,"計時：30元/時(全程以半小時計費)。月租：全天4,200元/月；日間：3,600元/月(08-22)；夜間：3,000元/月(22-08)。身心障礙收費辦法比照，臺北市停車管理工程處公有收費停車場身心障礙者優惠停車查核作業規定辦理。",00:00:00~23:59:59,64.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
557,557.0,448,臺北國際醫旅停車場,300789.441,2781092.79,"(25.137414199908918, 121.50372220048287)",121.50372220048288,25.137414199908925,北投區,1.0,2.0,機械式小型車74格(含身心障礙停車位2格),臺北市北投區中和街2號B1-B3,2898-8686,30.0,"1.汽車臨時停車:30元/小時(全程以半小時計費)2.全日月租:B1平面車位8,000元/月,B2與B3平面車位7,000元/月,B3機械車位3,500元;愛心車位使用者憑證月租半價優惠,設籍中心里里民按月租八折計收",00:00:00~23:59:59,74.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
558,558.0,449,臺北市南港運動中心停車場,308693.340,2771296.14,"(25.048684759606214, 121.58169060036386)",121.58169060036387,25.04868475960621,南港區,1.0,2.0,立體式行車94格(含身心障礙停車位2格),台北市南港區玉成街69號B2~B4,2653-2279,30.0,"計時：30元/時，全程以半小時計費，月租：4,200元/月，公務車免費",00:00:00~23:59:59,94.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
559,559.0,450,華江高中活動中心地下停車場,300097.710,2769027.17,"(25.028509656100088, 121.49642238919995)",121.49642238919996,25.02850965610009,萬華區,1.0,2.0,建物附設立體式小型車35格(含身心障礙停車位1格),台北市萬華區西藏路213號B1,2339-6689,30.0,"計時：30元/時，全程以半小時計費。月租：全天5,250元/月。週一至週五開放時間下午6時至隔日上午7時，例假日全日開放",07:00:00~18:00:00,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
560,560.0,451,內湖區行政中心停車場,309414.254,2773580.65,"(25.06928078409081, 121.58893361807553)",121.58893361807553,25.06928078409081,內湖區,1.0,2.0,平面停車場，計有20個小型車格,民權東路6段99號,2792-5828,80.0,"80元/時，全程以半小時計費，洽公車輛優惠前30分鐘經櫃檯承辦員蓋章者免費，逾30分鐘至1小時收費30元。夜間1,500元/月，上午8時後未出場者，超過時段以80元/時計。",00:00:00~23:59:59,20.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
561,561.0,452,TIMES松山運動中心,305520.385,2771300.21,"(25.048841307682263, 121.55024581663935)",121.55024581663936,25.048841307682267,松山區,1.0,2.0,立體式小型車57格(含身心障礙停車位2格)。,敦化北路1號(松山運動中心地下1樓),0800-888-924,30.0,"計時：30元/時，全程以半小時計費。月租：全日4,200元/月。",00:00:00~23:59:59,57.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
562,562.0,453,臺北市立關渡醫院停車場,297033.156,2779170.19,"(25.120179075507057, 121.4664030184647)",121.4664030184647,25.120179075507053,北投區,1.0,2.0,建物附設立體式小型車51格(含身心障礙停車位2格)。,知行路225巷12號B2,2858-7000,30.0,"計時：30元/時(全程以半小時計費；進場30分鐘內離場免費)月租：4,500元/月。",00:00:00~23:59:59,51.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
563,563.0,454,捷運北投機廠地下停車場,298798.980,2780803.8,"(25.134871025007, 121.48397138523161)",121.48397138523158,25.134871025007,北投區,1.0,2.0,建物附設立體式小型車184格(含身心障礙停車位6格),台北市北投區大業路527巷88號,02-28930105 2101、832,40.0,計次：40元/次,00:00:00~23:59:59,184.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
564,564.0,456,台灣聯通光華商場停車場,303644.000,2770905.0,"(25.045341094421733, 121.53163478649142)",121.53163478649141,25.04534109442173,中正區,1.0,2.0,建物附設立體式小型車81格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。建物附設立體式機車153格(含身心障礙停車位3格),台北市中正區市民大道三段8號B1,2523-5000,60.0,"計時：汽車60元/時，全程以半小時計費。月租：汽車10,000元/月。計次：機車20元/次(隔日另計)。",00:00:00~23:59:59,81.0,156.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
